"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"08/05/2021","AQS","380650002","1","2.8","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/06/2021","AQS","380650002","1","7.7","ppb","7","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/07/2021","AQS","380650002","1","5.6","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/08/2021","AQS","380650002","1","3.1","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/09/2021","AQS","380650002","1","3.6","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/10/2021","AQS","380650002","1","2.5","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/11/2021","AQS","380650002","1","2.8","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/12/2021","AQS","380650002","1","2.1","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/13/2021","AQS","380650002","1","1.8","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/14/2021","AQS","380650002","1","1.2","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/15/2021","AQS","380650002","1","2.2","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/16/2021","AQS","380650002","1","3.6","ppb","3","HANNOVER","22","92.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/17/2021","AQS","380650002","1","7.7","ppb","7","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/18/2021","AQS","380650002","1","3.3","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/19/2021","AQS","380650002","1","10.3","ppb","9","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/20/2021","AQS","380650002","1","4.5","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/21/2021","AQS","380650002","1","5.2","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/22/2021","AQS","380650002","1","4.9","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/23/2021","AQS","380650002","1","6.6","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/24/2021","AQS","380650002","1","4.7","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/25/2021","AQS","380650002","1","4.6","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/26/2021","AQS","380650002","1","2.8","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/27/2021","AQS","380650002","1","4.2","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/28/2021","AQS","380650002","1","3.7","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/29/2021","AQS","380650002","1","4.9","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/30/2021","AQS","380650002","1","4.4","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"08/31/2021","AQS","380650002","1","6.3","ppb","6","HANNOVER","21","88.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/01/2021","AQS","380650002","1","3","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/02/2021","AQS","380650002","1","16.2","ppb","15","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/03/2021","AQS","380650002","1","6.1","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/04/2021","AQS","380650002","1","6.1","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/05/2021","AQS","380650002","1","5.1","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/06/2021","AQS","380650002","1","5.9","ppb","5","HANNOVER","23","96.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/07/2021","AQS","380650002","1","2.9","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/08/2021","AQS","380650002","1","4.6","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/09/2021","AQS","380650002","1","16.7","ppb","15","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/10/2021","AQS","380650002","1","2.8","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/11/2021","AQS","380650002","1","7.1","ppb","7","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/12/2021","AQS","380650002","1","2.3","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/13/2021","AQS","380650002","1","4","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/14/2021","AQS","380650002","1","5.9","ppb","5","HANNOVER","20","83.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/15/2021","AQS","380650002","1","3.8","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/16/2021","AQS","380650002","1","6.7","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/17/2021","AQS","380650002","1","3.4","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/18/2021","AQS","380650002","1","2","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/19/2021","AQS","380650002","1","2.8","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/20/2021","AQS","380650002","1","4.1","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/21/2021","AQS","380650002","1","3.3","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/22/2021","AQS","380650002","1","2.2","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/23/2021","AQS","380650002","1","2.2","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/24/2021","AQS","380650002","1","2.8","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/25/2021","AQS","380650002","1","1.7","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/26/2021","AQS","380650002","1","3.7","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/27/2021","AQS","380650002","1","3","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/28/2021","AQS","380650002","1","6.7","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/29/2021","AQS","380650002","1","3.7","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"09/30/2021","AQS","380650002","1","4.4","ppb","4","HANNOVER","20","83.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/01/2021","AQS","380650002","1","4.8","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/02/2021","AQS","380650002","1","7.8","ppb","7","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/03/2021","AQS","380650002","1","2.7","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/04/2021","AQS","380650002","1","9.3","ppb","8","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/05/2021","AQS","380650002","1","5.1","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/06/2021","AQS","380650002","1","1.8","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/07/2021","AQS","380650002","1","11.1","ppb","10","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/08/2021","AQS","380650002","1","6.4","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/09/2021","AQS","380650002","1","2.9","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/10/2021","AQS","380650002","1","3.3","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/11/2021","AQS","380650002","1","2.9","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/12/2021","AQS","380650002","1","3.1","ppb","3","HANNOVER","21","88.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/13/2021","AQS","380650002","1","2.8","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/14/2021","AQS","380650002","1","1.9","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/15/2021","AQS","380650002","1","2.2","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/16/2021","AQS","380650002","1","4.6","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/17/2021","AQS","380650002","1","2.3","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/18/2021","AQS","380650002","1","3.7","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/19/2021","AQS","380650002","1","3","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/20/2021","AQS","380650002","1","2.3","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/21/2021","AQS","380650002","1","7","ppb","7","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/22/2021","AQS","380650002","1","6.5","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/23/2021","AQS","380650002","1","5","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/24/2021","AQS","380650002","1","3.2","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/25/2021","AQS","380650002","1","1.4","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/26/2021","AQS","380650002","1","2.4","ppb","2","HANNOVER","20","83.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/27/2021","AQS","380650002","1","3.1","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/28/2021","AQS","380650002","1","4.6","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/29/2021","AQS","380650002","1","1.9","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/30/2021","AQS","380650002","1","2.4","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"10/31/2021","AQS","380650002","1","2.4","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/01/2021","AQS","380650002","1","3","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/02/2021","AQS","380650002","1","5.1","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/03/2021","AQS","380650002","1","6.4","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/04/2021","AQS","380650002","1","3.2","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/05/2021","AQS","380650002","1","2.9","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/06/2021","AQS","380650002","1","3","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/07/2021","AQS","380650002","1","6.2","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/08/2021","AQS","380650002","1","3.8","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/09/2021","AQS","380650002","1","3.7","ppb","3","HANNOVER","21","88.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/10/2021","AQS","380650002","1","3.1","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/11/2021","AQS","380650002","1","3.2","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/12/2021","AQS","380650002","1","2.3","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/13/2021","AQS","380650002","1","2.4","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/14/2021","AQS","380650002","1","4.8","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/15/2021","AQS","380650002","1","4.9","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/16/2021","AQS","380650002","1","3.3","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/17/2021","AQS","380650002","1","2.9","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/18/2021","AQS","380650002","1","7.1","ppb","7","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/19/2021","AQS","380650002","1","4.3","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/20/2021","AQS","380650002","1","3.4","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/21/2021","AQS","380650002","1","2.7","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/22/2021","AQS","380650002","1","5.7","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/23/2021","AQS","380650002","1","6","ppb","6","HANNOVER","19","79.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/24/2021","AQS","380650002","1","3.8","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/25/2021","AQS","380650002","1","1.7","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/26/2021","AQS","380650002","1","1.9","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/27/2021","AQS","380650002","1","2.5","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/28/2021","AQS","380650002","1","2.1","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/29/2021","AQS","380650002","1","3.3","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"11/30/2021","AQS","380650002","1","4.5","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"12/01/2021","AQS","380650002","1","2.8","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"12/02/2021","AQS","380650002","1","2.9","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"12/03/2021","AQS","380650002","1","4.3","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"12/04/2021","AQS","380650002","1","3.5","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"12/05/2021","AQS","380650002","1","3.6","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"12/06/2021","AQS","380650002","1","4.5","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"12/07/2021","AQS","380650002","1","2.5","ppb","2","HANNOVER","21","88.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"12/08/2021","AQS","380650002","1","5.7","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"12/09/2021","AQS","380650002","1","2.9","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"12/10/2021","AQS","380650002","1","2.1","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"12/11/2021","AQS","380650002","1","0.9","ppb","0","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"12/12/2021","AQS","380650002","1","0.9","ppb","0","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"12/13/2021","AQS","380650002","1","3.2","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"12/14/2021","AQS","380650002","1","7.1","ppb","7","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
