"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"11/18/2021","AQS","380150003","1","6.5","ppb","6","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/19/2021","AQS","380150003","1","15.8","ppb","14","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/20/2021","AQS","380150003","1","12.8","ppb","11","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/21/2021","AQS","380150003","1","19.5","ppb","18","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/22/2021","AQS","380150003","1","19","ppb","18","BISMARCK RESIDENTIAL","21","88.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/23/2021","AQS","380150003","1","17.5","ppb","16","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/24/2021","AQS","380150003","1","6.7","ppb","6","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/25/2021","AQS","380150003","1","20.4","ppb","19","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/26/2021","AQS","380150003","1","12.9","ppb","11","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/27/2021","AQS","380150003","1","22.5","ppb","21","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/28/2021","AQS","380150003","1","25.3","ppb","24","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/29/2021","AQS","380150003","1","17.8","ppb","16","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"11/30/2021","AQS","380150003","1","16.5","ppb","15","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/01/2021","AQS","380150003","1","11.2","ppb","10","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/02/2021","AQS","380150003","1","20.8","ppb","19","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/03/2021","AQS","380150003","1","17.7","ppb","16","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/04/2021","AQS","380150003","1","16.8","ppb","15","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/05/2021","AQS","380150003","1","8.4","ppb","8","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/06/2021","AQS","380150003","1","9","ppb","8","BISMARCK RESIDENTIAL","21","88.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/07/2021","AQS","380150003","1","29.7","ppb","27","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/08/2021","AQS","380150003","1","16.4","ppb","15","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/09/2021","AQS","380150003","1","13.5","ppb","12","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/10/2021","AQS","380150003","1","27.7","ppb","25","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/11/2021","AQS","380150003","1","8.2","ppb","8","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/12/2021","AQS","380150003","1","10","ppb","9","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/13/2021","AQS","380150003","1","21.8","ppb","20","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/14/2021","AQS","380150003","1","11.1","ppb","10","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/15/2021","AQS","380150003","1","14.5","ppb","13","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/16/2021","AQS","380150003","1","34.5","ppb","32","BISMARCK RESIDENTIAL","20","83.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/17/2021","AQS","380150003","1","19","ppb","18","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/18/2021","AQS","380150003","1","17.8","ppb","16","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/19/2021","AQS","380150003","1","7.3","ppb","7","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/20/2021","AQS","380150003","1","14.1","ppb","13","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/21/2021","AQS","380150003","1","28.6","ppb","26","BISMARCK RESIDENTIAL","20","83.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/22/2021","AQS","380150003","1","23.1","ppb","22","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/23/2021","AQS","380150003","1","16.7","ppb","15","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/24/2021","AQS","380150003","1","9","ppb","8","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/25/2021","AQS","380150003","1","4.5","ppb","4","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/26/2021","AQS","380150003","1","8.1","ppb","8","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/27/2021","AQS","380150003","1","13.5","ppb","12","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/28/2021","AQS","380150003","1","32.8","ppb","30","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/29/2021","AQS","380150003","1","35.9","ppb","33","BISMARCK RESIDENTIAL","23","96.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/30/2021","AQS","380150003","1","21.1","ppb","20","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"12/31/2021","AQS","380150003","1","11.1","ppb","10","BISMARCK RESIDENTIAL","24","100.0000","42602","Nitrogen dioxide (NO2)","074","13900","Bismarck, ND","38","North Dakota","015","Burleigh","46.8254250009412","-100.76821"
"01/01/2021","AQS","380650002","1","1.7","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","241","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/02/2021","AQS","380650002","1","1.3","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","241","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/03/2021","AQS","380650002","1","0.6","ppb","0","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","241","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/04/2021","AQS","380650002","1","2.2","ppb","2","HANNOVER","19","79.0000","42602","Nitrogen dioxide (NO2)","241","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/05/2021","AQS","380650002","1","5.4","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/06/2021","AQS","380650002","1","11.9","ppb","10","HANNOVER","23","96.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/07/2021","AQS","380650002","1","2.7","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/08/2021","AQS","380650002","1","5","ppb","5","HANNOVER","23","96.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/09/2021","AQS","380650002","1","4.5","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/10/2021","AQS","380650002","1","1.4","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/11/2021","AQS","380650002","1","4.6","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/12/2021","AQS","380650002","1","2.1","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/13/2021","AQS","380650002","1","1.5","ppb","1","HANNOVER","21","88.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/14/2021","AQS","380650002","1","1.7","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/15/2021","AQS","380650002","1","1.1","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/16/2021","AQS","380650002","1","4","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/17/2021","AQS","380650002","1","3.1","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/18/2021","AQS","380650002","1","3","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/19/2021","AQS","380650002","1","3.2","ppb","3","HANNOVER","21","88.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/20/2021","AQS","380650002","1","1.9","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/21/2021","AQS","380650002","1","1.8","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/22/2021","AQS","380650002","1","6","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/23/2021","AQS","380650002","1","10.8","ppb","9","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/24/2021","AQS","380650002","1","5.3","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/25/2021","AQS","380650002","1","2.3","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/26/2021","AQS","380650002","1","1.5","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/27/2021","AQS","380650002","1","4.4","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/28/2021","AQS","380650002","1","8.1","ppb","8","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/29/2021","AQS","380650002","1","8.7","ppb","8","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/30/2021","AQS","380650002","1","4.6","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"01/31/2021","AQS","380650002","1","7.9","ppb","7","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/01/2021","AQS","380650002","1","3.1","ppb","3","HANNOVER","23","96.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/02/2021","AQS","380650002","1","1.6","ppb","1","HANNOVER","21","88.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/03/2021","AQS","380650002","1","3.6","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/04/2021","AQS","380650002","1","4.7","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/05/2021","AQS","380650002","1","3.8","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/06/2021","AQS","380650002","1","2","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/07/2021","AQS","380650002","1","2.7","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/08/2021","AQS","380650002","1","3.2","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/09/2021","AQS","380650002","1","1.8","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/10/2021","AQS","380650002","1","2.9","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/11/2021","AQS","380650002","1","1.9","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/12/2021","AQS","380650002","1","3.2","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/13/2021","AQS","380650002","1","3.2","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/14/2021","AQS","380650002","1","6.1","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/15/2021","AQS","380650002","1","6.9","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/16/2021","AQS","380650002","1","3.1","ppb","3","HANNOVER","21","88.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/17/2021","AQS","380650002","1","8.1","ppb","8","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/18/2021","AQS","380650002","1","5","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/19/2021","AQS","380650002","1","3.5","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/20/2021","AQS","380650002","1","3.6","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/21/2021","AQS","380650002","1","1.4","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/22/2021","AQS","380650002","1","4.9","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/23/2021","AQS","380650002","1","2.3","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/24/2021","AQS","380650002","1","4.5","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/25/2021","AQS","380650002","1","1.2","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/26/2021","AQS","380650002","1","2","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/27/2021","AQS","380650002","1","2.6","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"02/28/2021","AQS","380650002","1","4","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/01/2021","AQS","380650002","1","1.7","ppb","1","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/02/2021","AQS","380650002","1","2.8","ppb","2","HANNOVER","21","88.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/03/2021","AQS","380650002","1","7","ppb","7","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/04/2021","AQS","380650002","1","11.2","ppb","10","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/05/2021","AQS","380650002","1","15.3","ppb","14","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/06/2021","AQS","380650002","1","5.4","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/07/2021","AQS","380650002","1","4.6","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/08/2021","AQS","380650002","1","4","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/09/2021","AQS","380650002","1","6.3","ppb","6","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/10/2021","AQS","380650002","1","2","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/11/2021","AQS","380650002","1","3.9","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/12/2021","AQS","380650002","1","7.2","ppb","7","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/13/2021","AQS","380650002","1","5.5","ppb","5","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/14/2021","AQS","380650002","1","3.3","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/15/2021","AQS","380650002","1","7.8","ppb","7","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/16/2021","AQS","380650002","1","3.7","ppb","3","HANNOVER","22","92.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/17/2021","AQS","380650002","1","3.9","ppb","3","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/18/2021","AQS","380650002","1","4.8","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/19/2021","AQS","380650002","1","2.1","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/20/2021","AQS","380650002","1","4.1","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/21/2021","AQS","380650002","1","2.7","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/22/2021","AQS","380650002","1","2.5","ppb","2","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/23/2021","AQS","380650002","1","7.5","ppb","7","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/24/2021","AQS","380650002","1","5.9","ppb","5","HANNOVER","19","79.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
"03/25/2021","AQS","380650002","1","4","ppb","4","HANNOVER","24","100.0000","42602","Nitrogen dioxide (NO2)","099","13900","Bismarck, ND","38","North Dakota","065","Oliver","47.1858330009404","-101.428056"
